UserId,Event,Category,Fake
3A66422DFA,send_email,Phone,0
D516AC9B78,click_carrousel,Holidays,0
6759E59693,click_ad,Real_State,0
ABEF3C7E85,click_carrousel,Leisure,0
0F3E6674D3,click_ad,Leisure,1
86DDCFF433,phone_call,Motor,0
A1C35E5B9D,send_sms,Real_State,0
06C6005829,send_sms,Motor,0
CA2BCBE958,send_email,Real_State,0
900FA32E37,send_email,Motor,0
3998CEA53D,send_email,Holidays,0
6A41A792E6,phone_call,Motor,0
8B9C402A15,click_carrousel,Real_State,0
5D96351A67,send_email,Motor,0
F38E959909,send_email,Phone,0
8EF17754C5,click_ad,Leisure,0
48713F610E,click_carrousel,Phone,1
2027FEDC07,send_sms,Real_State,0
AC5E83FF23,send_sms,Leisure,0
EED259945F,send_email,Real_State,0
B369D9B996,send_sms,Leisure,0
0DB0976759,click_ad,Leisure,0
CB5C759DEA,click_carrousel,Holidays,0
1899A4C859,click_ad,Motor,0
3E0DBD33F1,phone_call,Phone,0
A3C13DD257,click_ad,Phone,0
BEC6CA94A2,send_email,Jobs,0
98452AFBAA,send_email,Motor,1
0B2BE41E98,click_ad,Real_State,0
A53EF43BBA,click_ad,Phone,0
A7816C7DB1,phone_call,Holidays,0
14F9517C14,click_ad,Leisure,0
5FC04C88D1,click_ad,Holidays,1
81A7B18097,click_carrousel,Leisure,0
59CB379B54,click_carrousel,Holidays,0
0E16921924,click_ad,Motor,0
2323A12C9B,click_ad,Holidays,0
D230A98C12,send_email,Motor,0
4FCAC8B67C,send_email,Motor,1
0CCD1257BC,click_carrousel,Jobs,0
189690E02C,send_email,Real_State,0
7C6DDC4A56,send_sms,Motor,0
5BBE2153C4,send_email,Real_State,1
B3AB7BDC3C,send_sms,Motor,0
B52100F522,phone_call,Phone,0
6ED6D3506B,send_sms,Real_State,0
09C6D5BA52,phone_call,Real_State,0
0FD53D5F86,click_ad,Real_State,0
2534AC1A85,send_email,Motor,1
A32E807894,click_ad,Holidays,0
EA3C57118D,click_carrousel,Leisure,0
9D08F63E61,send_sms,Motor,0
6FCC957434,click_ad,Real_State,0
132B8BD52C,send_email,Phone,0
1B75D4C663,phone_call,Real_State,0
1EB6654836,send_sms,Leisure,1
5DECE98B8B,click_carrousel,Phone,0
034F180CF7,click_ad,Leisure,0
C70FFD86E1,phone_call,Motor,0
21F3893276,click_ad,Holidays,1
732CD098D4,click_ad,Jobs,1
9782484DE2,phone_call,Jobs,0
EA96FA7755,send_sms,Jobs,0
4F490BF03D,send_email,Holidays,0
6C3AC5DF4E,send_email,Holidays,0
DBF4A27F74,send_sms,Holidays,0
B418BEAF6F,send_sms,Phone,0
3B4B1E6632,phone_call,Leisure,0
6E070411B2,send_sms,Holidays,0
301CB2B0B1,click_carrousel,Jobs,0
E9AF6EC752,click_carrousel,Holidays,0
5DF5A3EE55,send_sms,Leisure,0
C81CC38304,phone_call,Motor,0
6723828AB4,phone_call,Jobs,0
8A8669D316,send_sms,Jobs,0
A0831FD3E6,send_sms,Holidays,0
D6D7FF326F,send_email,Real_State,0
3A6BD6437A,phone_call,Jobs,0
452CB71A10,send_sms,Motor,0
3428595D1A,click_ad,Holidays,0
8B22A393D8,phone_call,Phone,0
124F177CC0,click_ad,Real_State,0
1FF4545DEF,send_email,Holidays,0
6E476B8EE6,click_ad,Holidays,0
E2B2E673C1,phone_call,Real_State,0
0A4407A302,click_ad,Jobs,0
D24EAD4AED,send_sms,Motor,0
6614F2B19C,click_ad,Real_State,0
57F1B2C0E5,send_email,Phone,0
61DEA96F31,click_ad,Leisure,0
B10C49434C,send_sms,Motor,0
2CB3E3A3C2,phone_call,Phone,0
E7397567E5,click_ad,Real_State,0
8C37E42BE4,click_ad,Leisure,1
50385B2B16,click_carrousel,Holidays,0
CAD0083B9B,phone_call,Phone,0
62C06E679D,click_carrousel,Leisure,0
E9AF6EC752,send_email,Holidays,0
8711E1D910,click_ad,Jobs,0
B9C1DADFC6,send_email,Jobs,0
CC65B3334B,phone_call,Holidays,0
BB29669217,click_ad,Motor,0
916BF66872,click_carrousel,Real_State,0
99ABC982A8,click_ad,Real_State,0
1299825446,send_sms,Phone,0
79E8E0765F,send_sms,Holidays,0
91A357751C,click_ad,Phone,1
3EF02F7FD9,send_email,Motor,0
D92E69386B,phone_call,Real_State,0
9CACA5B919,send_sms,Jobs,0
03FDD38FC0,phone_call,Leisure,0
A91B2591B5,send_sms,Real_State,0
76B568E2A6,send_email,Jobs,0
2760EF1A0C,click_carrousel,Motor,0
DDFD0E0642,send_sms,Real_State,0
35C1528166,click_carrousel,Leisure,0
D0F294933D,phone_call,Leisure,0
786988B444,phone_call,Leisure,0
B994CF865A,send_sms,Jobs,0
AE98480FE6,send_sms,Motor,0
B80E6791B1,send_sms,Leisure,0
7ED2A56A91,phone_call,Phone,0
8A1ACBD1CD,click_carrousel,Phone,0
BCDD1063A6,click_carrousel,Leisure,0
9CF47B4409,send_email,Jobs,1
D9C907D8C5,send_sms,Motor,0
EC4E830528,click_ad,Leisure,0
16A48746DA,click_ad,Real_State,0
E9265A27A5,phone_call,Leisure,0
3202DD6D3C,click_carrousel,Jobs,0
208D71B21A,phone_call,Leisure,0
6CBA98693B,click_ad,Holidays,1
00AE418236,send_sms,Real_State,0
EF90167545,send_email,Holidays,0
7274422D4C,click_carrousel,Motor,0
60EA5AD748,click_ad,Phone,0
75B4B4A122,click_ad,Phone,0
4F95F011F2,phone_call,Motor,0
F607EACED1,send_email,Jobs,0
08D60A68C6,send_sms,Motor,0
C6B5DAA37F,click_ad,Motor,0
178FCAEE6A,click_ad,Phone,0
C5AAFF44A7,phone_call,Jobs,0
3B20D249A0,phone_call,Real_State,0
E180FAA15C,phone_call,Jobs,0
6B072DFFB8,phone_call,Phone,0
FFD2B9DC06,click_carrousel,Leisure,0
1E85FE386A,click_carrousel,Holidays,0
2392BD16DD,click_carrousel,Real_State,0
FCB33BF53B,send_email,Jobs,0
95D1711C2E,send_email,Phone,0
6B70468A95,send_sms,Motor,0
A11AE9A967,phone_call,Real_State,0
0CA35CAD72,send_sms,Motor,0
19F7DAF5A8,phone_call,Jobs,0
40A25D22A8,send_email,Jobs,1
E67457795F,send_email,Holidays,0
A23F3799BC,send_sms,Holidays,0
52399C8CC8,click_ad,Jobs,0
3872E2F527,phone_call,Real_State,0
E7FBA53C3B,send_email,Phone,1
265B163F7A,phone_call,Jobs,0
3A1CC8D3BF,click_ad,Jobs,0
F57EF06B6C,send_sms,Leisure,0
AC71C24F2A,send_email,Motor,1
3FE102219E,click_ad,Real_State,0
421B6552EA,send_sms,Jobs,0
FB984045E4,send_email,Phone,1
1E85C352A1,click_ad,Jobs,1
82CEECD9C2,click_ad,Real_State,0
02330B1CC5,send_sms,Leisure,1
F344291F3C,click_carrousel,Real_State,0
B1F0570E8F,send_sms,Leisure,0
E19885DADB,phone_call,Motor,0
247FBDDB72,phone_call,Jobs,0
E7FDEAD589,phone_call,Real_State,0
D561DFB403,click_carrousel,Phone,0
B75E2FF491,click_ad,Leisure,0
CAF02318F0,send_email,Phone,0
77CD434989,click_ad,Phone,0
720690AEFC,phone_call,Motor,0
95154431F8,send_sms,Leisure,0
48C3CFCABE,send_email,Phone,0
279B75C86B,click_carrousel,Motor,0
4DEDB17349,click_carrousel,Phone,0
2946293767,click_carrousel,Leisure,0
46ACB9F601,click_carrousel,Jobs,0
94DD317613,click_carrousel,Jobs,0
B52100F522,send_email,Phone,0
1EE71C6F6D,send_sms,Phone,0
2C7533F3CD,phone_call,Phone,1
72286BB94A,send_sms,Holidays,0
096C6C4EAE,phone_call,Leisure,0
0EFBCFA617,send_sms,Phone,0
3DAE8929E9,click_carrousel,Phone,0
37FB032288,click_carrousel,Holidays,0
D9019AD8EE,send_sms,Jobs,0
E3CA59FC07,send_email,Jobs,0
11A878CD9E,send_sms,Leisure,0
627512965A,click_ad,Motor,0
7EEDA2FAA6,click_carrousel,Real_State,0
A1C5C5161C,send_sms,Jobs,0
FDAECD07A2,send_sms,Jobs,0
F284FA2917,phone_call,Motor,0
4CE7D6A669,send_email,Holidays,0
5DFDBFB6D2,phone_call,Motor,0
A4C231C7ED,phone_call,Jobs,0
18CAEE853F,send_sms,Phone,0
3F7719DA56,click_carrousel,Leisure,0
78B1E3B21E,click_ad,Phone,0
0AB7634358,phone_call,Holidays,0
7BCA227D57,phone_call,Leisure,0
9978F774F7,click_ad,Jobs,0
8E329F34C1,click_ad,Real_State,1
B36ED83D52,phone_call,Real_State,0
7448552C65,send_email,Motor,0
F461E0C14F,send_sms,Motor,0
4AAD4D15BE,send_sms,Holidays,0
D096517CC2,click_ad,Holidays,1
B2CB27FF06,send_sms,Motor,0
B63618F130,click_carrousel,Jobs,0
0A9FAD7C8E,send_email,Phone,0
BD3D1E9872,send_email,Phone,0
05F41BEA2E,send_sms,Real_State,0
B1B85F3B5F,click_carrousel,Leisure,0
FC690FEB4E,send_sms,Holidays,0
627512965A,click_carrousel,Motor,0
839258D126,click_ad,Motor,0
771D6B12A7,click_carrousel,Real_State,1
9B1385244C,phone_call,Jobs,0
C06434CD86,phone_call,Real_State,0
BB860A580D,click_ad,Motor,0
6C1BA7894B,click_carrousel,Leisure,0
EEAFC71497,click_carrousel,Phone,0
6B963C19D2,click_ad,Phone,0
E8DC84B164,click_ad,Leisure,0
CCA5D7D621,send_sms,Holidays,0
09005C3CA6,click_ad,Leisure,0
DA4374BC44,phone_call,Motor,0
0CDE3145A1,click_carrousel,Real_State,0
6A41A792E6,click_ad,Motor,0
002AC5849C,send_email,Holidays,0
C4826E7008,click_carrousel,Phone,0
9A1AD2532A,click_carrousel,Jobs,0
CC299DB197,send_email,Holidays,1
E842ECB801,send_sms,Motor,0
AB3B5EDF2C,phone_call,Jobs,0
092AF52C54,phone_call,Jobs,0
71B84BDE91,phone_call,Holidays,0
4CE05CCB5E,send_email,Motor,0
9E5DAC2830,phone_call,Holidays,0
9F52F39699,send_email,Real_State,0
2C2E42C840,send_sms,Phone,0
14D0A748AB,click_carrousel,Phone,0
74D46AF121,click_ad,Motor,0
B2E3D53173,click_carrousel,Jobs,0
D6F1C9CCC1,click_carrousel,Real_State,0
5C282BC0A9,click_carrousel,Motor,0
79B3A0CC14,click_carrousel,Jobs,0
BF9D4CB6ED,send_sms,Holidays,0
DDCD483706,send_sms,Holidays,0
398A791AF4,send_sms,Motor,0
DE39D47595,click_carrousel,Real_State,0
EBB8BF5E12,phone_call,Leisure,0
F3245A4EFA,click_carrousel,Jobs,0
0472261EA5,phone_call,Motor,0
9A0AD0A1AD,click_carrousel,Real_State,1
9813E07C57,click_ad,Leisure,0
E562F525DC,send_sms,Jobs,0
AD468BA097,phone_call,Phone,0
F64CEA2F51,send_email,Jobs,0
CE00319F4A,click_ad,Jobs,0
CEC492F743,phone_call,Leisure,0
78DEFDB54A,click_carrousel,Motor,0
9B683FF395,click_ad,Leisure,0
880EB8716C,click_ad,Holidays,1
916337D59C,click_ad,Phone,0
102C61ED96,phone_call,Real_State,0
46404B408E,send_email,Jobs,0
EB7EBB9CE2,send_email,Holidays,0
4A5B7C4C50,click_carrousel,Motor,0
C071DF012B,send_email,Motor,1
43F9D545B9,send_email,Leisure,0
18C1773AB8,click_ad,Real_State,1
2DBFC21C0A,click_carrousel,Jobs,0
D370129898,click_carrousel,Phone,0
82D170CC43,send_sms,Jobs,0
298B8917AE,click_carrousel,Leisure,0
62EB5AE5A1,click_carrousel,Leisure,0
D1D73FC0C7,phone_call,Leisure,0
4CF5BFE388,phone_call,Motor,0
E1680138AF,phone_call,Holidays,0
5A39BC8909,send_sms,Jobs,0
E10000376B,click_ad,Phone,0
57469B5C3F,phone_call,Phone,0
82F6B4F589,click_carrousel,Phone,0
0E3EF97D44,send_sms,Motor,0
1D818EDD22,click_ad,Leisure,0
D7EE53CB3C,click_ad,Motor,0
6FE738C549,phone_call,Jobs,0
1AA6CC4B57,send_sms,Motor,0
A82B91B530,click_carrousel,Phone,0
1AD214477A,send_email,Phone,0
8ECB0E61FA,send_email,Phone,0
E2F5420C21,send_email,Jobs,0
E9E417B611,send_sms,Phone,0
BE3DA187CB,send_sms,Holidays,1
6BD74554B3,click_ad,Jobs,0
638A13893B,send_sms,Real_State,0
1C9D84D958,click_ad,Motor,0
E5FD63CE40,click_carrousel,Motor,0
698167F577,click_carrousel,Phone,0
9B3074FAF7,phone_call,Holidays,0
2BF4FB1105,click_carrousel,Jobs,0
6DE41C659A,phone_call,Real_State,0
4C25646E2A,send_email,Phone,0
0B96F7D42C,click_ad,Phone,0
AFF330BC69,send_sms,Phone,0
3BF81EE197,send_email,Real_State,1
ABE546E0DB,click_ad,Real_State,0
594FF6199E,click_ad,Leisure,0
1F154F54D5,phone_call,Leisure,0
21DCB6AE8E,phone_call,Motor,0
79D93FA810,phone_call,Real_State,0
FC2FB55B22,send_email,Holidays,0
58F33139A7,click_ad,Motor,0
FA886C2B5B,send_email,Motor,0
4E1C1ED744,click_ad,Motor,0
FFD2B9DC06,phone_call,Leisure,0
210B427D02,send_email,Real_State,0
9B100182F3,click_ad,Holidays,1
0F40310D0E,click_ad,Leisure,0
F0AA234E5E,click_carrousel,Real_State,0
EE5F89B1BE,send_email,Holidays,1
F23A8A3401,phone_call,Leisure,0
2CAABBAE31,send_email,Leisure,0
75B69558BC,send_email,Phone,1
A19718E078,phone_call,Leisure,0
550AC5EBE8,click_ad,Leisure,0
AC4DE7B210,send_email,Leisure,0
FF2E0A3F4F,send_sms,Phone,0
06DCBF123D,send_email,Jobs,0
E6FC4E9A32,send_sms,Leisure,0
77AE720FA4,send_sms,Real_State,0
621C700CEB,send_sms,Leisure,0
3098ADDB97,send_email,Motor,0
8724F8C559,click_carrousel,Jobs,0
2D3A351743,click_carrousel,Motor,0
245360752C,click_carrousel,Motor,0
42D470FFC5,click_carrousel,Phone,0
FF40F1A50D,send_email,Real_State,1
13DD5ED84D,click_carrousel,Leisure,0
0B96F7D42C,phone_call,Phone,0
D60E0802EE,click_carrousel,Jobs,0
08AE85BFF1,click_carrousel,Phone,0
0B766B6CF2,send_sms,Leisure,0
50CFFD0C69,click_ad,Motor,1
CD31EA139A,send_email,Holidays,0
987F3C59FE,click_carrousel,Leisure,0
EE2636829F,send_email,Holidays,0
C7C229F069,send_email,Jobs,0
C5D478A124,send_email,Real_State,1
B4A01DCC06,send_email,Holidays,0
4DF38659CE,send_sms,Holidays,0
C4E9DC12AA,send_email,Leisure,0
EBF5C1D43C,click_ad,Motor,0
A858663176,click_ad,Phone,0
B3FAD196F3,click_ad,Jobs,0
65235863DC,send_email,Motor,1
61B1D86B1D,click_carrousel,Leisure,0
7BDFDD6290,send_email,Real_State,0
10DE934A8A,phone_call,Holidays,1
F3BC7BBA08,send_sms,Real_State,0
EF2DBEA776,click_ad,Jobs,0
B86E7F261F,send_sms,Motor,0
C4C4F6F2E6,phone_call,Phone,0
C01DF80E5E,send_email,Phone,0
A904BF04FC,send_email,Phone,0
CF5A92CEAA,phone_call,Leisure,0
7234ED999D,phone_call,Holidays,0
46461AE361,click_ad,Real_State,1
BFE1ED7391,click_ad,Phone,0
4D9667741A,phone_call,Phone,0
F352CBAC7E,send_sms,Holidays,0
D8888D08BD,click_ad,Leisure,1
3B935FDE04,send_sms,Jobs,0
CA814B2975,click_carrousel,Jobs,0
CEE24AB499,click_ad,Real_State,1
EC73E37DBB,click_carrousel,Phone,0
46D8B08759,click_ad,Phone,0
F07CD01B28,send_sms,Jobs,0
738C4CCBD0,send_sms,Phone,0
9B8D0AC185,click_carrousel,Phone,0
AA3B3CDE11,send_email,Phone,0
DE73D5A88E,send_email,Leisure,0
D41659D06D,click_carrousel,Leisure,0
D7A1E074A8,send_sms,Jobs,0
5732C7D17E,click_ad,Jobs,0
C971567548,send_email,Holidays,0
42D50A7606,click_ad,Real_State,0
BFE1ED7391,send_email,Phone,0
A858663176,send_sms,Phone,0
A0952875A2,phone_call,Holidays,0
E783889B7D,click_ad,Real_State,0
EED259945F,click_carrousel,Real_State,0
4012FDB335,send_email,Motor,0
D7EE53CB3C,send_sms,Motor,0
EFB54BEF82,click_ad,Leisure,1
361F2BE6DB,send_email,Holidays,0
45CF700443,click_carrousel,Motor,0
4E9BF1EA9F,phone_call,Motor,0
E3491C039C,phone_call,Leisure,0
B34CCFE392,send_email,Motor,1
2188A74B70,phone_call,Leisure,0
C4EA5D56FF,send_email,Real_State,0
37FCED6334,phone_call,Holidays,0
C3667E4E2E,send_email,Phone,1
A957AF9C50,send_email,Leisure,0
46E3B4A722,click_carrousel,Holidays,0
1CE2CA2A7F,click_ad,Jobs,0
2B68664D07,click_carrousel,Motor,0
DAC079D47B,send_email,Motor,0
FCD125DE61,send_sms,Phone,0
6D90A49ABB,phone_call,Jobs,0
D66179FFCE,send_sms,Motor,0
B63625934A,phone_call,Jobs,0
DC024F09F1,click_carrousel,Phone,0
2C15171FAF,click_ad,Holidays,0
1DBC37DBFA,send_email,Real_State,0
67F86FC586,click_ad,Leisure,1
4803A6514B,click_carrousel,Holidays,0
64F8B47DF6,click_ad,Real_State,0
85910E07AD,click_ad,Real_State,0
FCA2158E9E,send_email,Jobs,0
AD539C3404,click_carrousel,Leisure,0
7E6D4304D2,send_email,Leisure,0
D555025076,click_ad,Real_State,1
D3AF5D379E,click_carrousel,Jobs,0
F64CEA2F51,click_ad,Real_State,0
9543E561C7,click_carrousel,Holidays,0
967D7B4C46,click_carrousel,Jobs,0
909F126EA0,click_carrousel,Motor,0
A77255785D,click_ad,Holidays,0
D2F891B8DE,click_ad,Jobs,0
BB5D3DE7BF,click_ad,Holidays,0
0FE97A9104,send_email,Phone,0
18C1773AB8,click_ad,Jobs,1
8706402433,click_ad,Phone,0
7056AFC78E,phone_call,Phone,0
4ACFAC40EE,send_email,Phone,0
D88F1B1CCD,send_email,Holidays,0
B9DF8A9242,click_carrousel,Leisure,0
3388A6FEFE,click_carrousel,Real_State,0
5C063D4BD2,click_ad,Phone,0
E3C40B6001,click_carrousel,Phone,0
46A78C5E92,send_sms,Jobs,0
E31CEA3C21,send_email,Holidays,0
AE614C0103,send_email,Leisure,0
1F82BE06F8,send_sms,Motor,0
F03DF20469,phone_call,Motor,0
68C340AFB7,send_sms,Holidays,0
DE74612FD3,click_ad,Leisure,0
5165B5CA00,click_ad,Phone,1
90DBAE2EEB,phone_call,Holidays,0
1A13534D1E,send_sms,Leisure,0
64F532A744,send_sms,Leisure,0
692F00D84F,click_ad,Phone,0
7ED818ACF6,send_email,Motor,1
EEDE5EA7CA,send_email,Leisure,0
ED9C24907E,send_sms,Leisure,0
551D078190,send_sms,Leisure,0
754C57F65E,send_email,Leisure,0
27DCC7B0CA,click_ad,Phone,0
968A295F4F,phone_call,Real_State,0
1059E1A11F,click_carrousel,Holidays,0
712261C67F,click_ad,Phone,0
A19227C7BA,phone_call,Leisure,0
5F382B4E94,phone_call,Motor,0
71DEE0AFF3,send_sms,Holidays,0
F6C2EB3447,send_sms,Motor,0
3397E8B6E3,send_email,Real_State,0
E7397567E5,phone_call,Real_State,0
DE451D5034,phone_call,Jobs,0
68F69FDF09,click_carrousel,Leisure,0
1A1890113E,phone_call,Leisure,0
8E6FF7A78E,click_carrousel,Leisure,0
08E5D8029F,click_carrousel,Phone,0
E4910258BD,send_email,Motor,1
014AFCC716,send_email,Jobs,0
13E0F3D86E,send_sms,Holidays,0
0DC633730F,phone_call,Motor,0
762CC2ACC0,click_ad,Leisure,0
BDDBD64550,send_email,Real_State,0
A8AA496A79,send_email,Phone,0
9C10968218,send_email,Holidays,0
C64741A26E,send_email,Motor,0
AC35C1B9E6,phone_call,Jobs,1
883434BD16,send_sms,Jobs,0
9EA498157D,phone_call,Phone,0
4FE5520531,phone_call,Phone,0
FE0CD9F6D2,send_sms,Jobs,0
D60326F55F,send_sms,Jobs,0
7B305F6FE0,phone_call,Real_State,1
05CDE44080,click_carrousel,Leisure,0
B987959584,click_carrousel,Real_State,0
BBD8F8B43D,phone_call,Jobs,0
D04053A28A,send_sms,Phone,0
4B74FCB83B,click_carrousel,Real_State,0
0644800F76,send_sms,Jobs,0
5C1F0FC4CE,click_ad,Real_State,0
FAF9BE62E5,send_email,Jobs,1
A0CAC2AEED,send_sms,Real_State,0
DB72AEEECB,send_email,Motor,0
1B996BD419,phone_call,Holidays,0
8F688D17DE,send_sms,Leisure,0
6FB6DBF661,click_carrousel,Holidays,0
732CD098D4,click_ad,Leisure,1
B47F68386F,click_ad,Holidays,0
8CD1703014,send_email,Real_State,1
AE68365CEC,send_email,Leisure,0
64ABA520D5,click_carrousel,Holidays,0
A00310E58F,click_ad,Real_State,0
D60E0802EE,click_ad,Jobs,0
BE1D0F7992,click_ad,Motor,0
2E49B90BD6,send_email,Leisure,0
EEE76127BE,send_email,Phone,0
F38E959909,click_carrousel,Phone,0
7634371326,send_email,Leisure,0
E0426D3872,send_sms,Phone,0
0E9974258B,send_sms,Leisure,0
F77AAAE415,send_sms,Holidays,0
49E5F0B9CD,click_ad,Phone,0
616BF37FB5,send_email,Leisure,1
5C47D50CFE,click_carrousel,Holidays,0
DCF7159E13,phone_call,Jobs,0
EC249C16DE,send_sms,Holidays,0
1437073C75,send_sms,Jobs,0
01C4CFC6EF,click_carrousel,Motor,0
BFED07E248,click_ad,Real_State,0
41A18333A2,click_ad,Real_State,0
DFF7737B99,send_email,Leisure,0
4DEDF2F340,send_email,Holidays,0
789FA8C2A4,phone_call,Holidays,0
C5D478A124,click_ad,Leisure,1
AFCE1E2C20,send_sms,Holidays,0
66584B6BF3,send_sms,Jobs,0
4838220557,click_carrousel,Real_State,0
E6F5AE8332,phone_call,Jobs,0
F6BDD98CD7,send_email,Jobs,0
3A96C1B4ED,click_ad,Motor,0
9813E07C57,phone_call,Leisure,0
EF70E9ACE9,send_email,Holidays,0
60A4CCC19F,click_ad,Phone,1
6C707F32DA,send_sms,Holidays,0
94A10C6D9E,send_email,Leisure,0
9F2BE7791B,send_email,Phone,0
